RGB,HSV,Proportion,Street Name,District,R,G,B,H,S,V
"103.37557379945383, 96.72225459040857, 85.19389124298749","18, 45, 103",0.071820502,DICKSON_Rd_B,LD,103,97,85,18,45,103
"195.84874597489062, 179.02356569460056, 164.74036917771818","15, 41, 195",0.069902895,DICKSON_Rd_B,LD,196,179,165,15,41,195
"86.29971696142835, 83.053539881859, 71.03915050441157","24, 44, 86",0.066632878,DICKSON_Rd_B,LD,86,83,71,24,44,86
"144.65749943805756, 141.6461918863248, 127.19519942141346","25, 30, 144",0.065156771,DICKSON_Rd_B,LD,145,142,127,25,30,144
"179.31587622844293, 180.04713418324698, 172.8506061301329","34, 11, 180",0.060737965,DICKSON_Rd_B,LD,179,180,173,34,11,180
"244.7820650423335, 237.4555114306367, 210.98139154238612","24, 36, 244",0.047281096,DICKSON_Rd_B,LD,245,237,211,24,36,244
"217.94253335824675, 214.07373999972472, 194.57712250260846","26, 27, 217",0.044184253,DICKSON_Rd_B,LD,218,214,195,26,27,217
"248.4696654362856, 249.2793921306965, 237.85013351139503","33, 12, 249",0.032308157,DICKSON_Rd_B,LD,248,249,238,33,12,249
"166.68911078410804, 138.86300189194932, 114.04967416437339","14, 80, 166",0.02988181,DICKSON_Rd_B,LD,167,139,114,14,80,166
"221.1058596949662, 226.4164655878625, 221.80433002019907","60, 6, 226",0.028655633,DICKSON_Rd_B,LD,221,226,222,60,6,226
"162.14312889702975, 108.98287948709527, 77.9734737731866","11, 134, 162",0.017953064,DICKSON_Rd_B,LD,162,109,78,11,134,162
"202.79733311585795, 159.90466093055528, 134.11947967214525","11, 86, 202",0.015590785,DICKSON_Rd_B,LD,203,160,134,11,86,202
"136.8269337310944, 77.17715746857846, 58.78657575109864","7, 146, 136",0.014857489,DICKSON_Rd_B,LD,137,77,59,7,146,136
"99.29272965144581, 126.04373423044363, 75.43893094101648","46, 103, 126",0.013579931,DICKSON_Rd_B,LD,99,126,75,46,103,126
"92.3514900335628, 63.50162818236487, 44.85933491215687","12, 133, 92",0.012872008,DICKSON_Rd_B,LD,92,64,45,12,133,92
"155.10214191430714, 159.8273890470454, 160.10456484099154","96, 8, 160",0.093953851,DUNLOP_St_A,LD,155,160,160,96,8,160
"180.49410872309932, 179.40766390322275, 174.68691236596797","25, 9, 180",0.091082358,DUNLOP_St_A,LD,180,179,175,25,9,180
"93.03932648319838, 94.0680893641069, 92.86480842395679","45, 5, 94",0.082369317,DUNLOP_St_A,LD,93,94,93,45,5,94
"118.67354192393373, 116.13970730696155, 111.0445861609109","21, 15, 118",0.080874741,DUNLOP_St_A,LD,119,116,111,21,15,118
"132.9995943889779, 139.5813815755308, 141.05327758631898","97, 16, 141",0.075223919,DUNLOP_St_A,LD,133,140,141,97,16,141
"213.59762551339466, 204.2285619393109, 188.96872206105866","19, 30, 213",0.06539047,DUNLOP_St_A,LD,214,204,189,19,30,213
"226.46267121702357, 223.06235892166774, 214.37847129079998","23, 14, 226",0.061845806,DUNLOP_St_A,LD,226,223,214,23,14,226
"157.72490015655296, 130.1274503708138, 113.84497929975593","12, 71, 157",0.060295933,DUNLOP_St_A,LD,158,130,114,12,71,157
"186.73029271007786, 196.26727313502187, 200.42705229990665","99, 18, 200",0.05932144,DUNLOP_St_A,LD,187,196,200,99,18,200
"90.21826523935718, 78.275924683756, 61.38285069943856","18, 82, 90",0.056540675,DUNLOP_St_A,LD,90,78,61,18,82,90
"51.97725941947759, 78.33439202367754, 92.9828961486694","100, 114, 92",0.048388665,DUNLOP_St_A,LD,52,78,93,100,114,92
"132.56293809349376, 97.21729179756736, 71.9837641116894","13, 118, 132",0.043116757,DUNLOP_St_A,LD,133,97,72,13,118,132
"194.23330947498243, 165.322579706548, 134.74304767559008","16, 79, 194",0.038102793,DUNLOP_St_A,LD,194,165,135,16,79,194
"244.06278394165378, 244.50456814106812, 239.66854651884134","30, 5, 244",0.033078454,DUNLOP_St_A,LD,244,245,240,30,5,244
"110.27440028575327, 163.36557514178506, 185.70294868549254","99, 103, 185",0.025357124,DUNLOP_St_A,LD,110,163,186,99,103,185
"77.18425309824656, 117.71008124351276, 143.55571401196138","102, 118, 143",0.024739029,DUNLOP_St_A,LD,77,118,144,102,118,143
"107.60082352427685, 43.09601963268031, 35.19102562219132","3, 172, 107",0.022686733,DUNLOP_St_A,LD,108,43,35,3,172,107
"188.33356673826427, 166.607412939964, 46.0137008682068","25, 193, 188",0.014191349,DUNLOP_St_A,LD,188,167,46,25,193,188
"113.90267854002421, 159.05324522192322, 62.451321671194364","44, 156, 159",0.012546003,DUNLOP_St_A,LD,114,159,62,44,156,159
"182.85635303173373, 67.76492567534716, 74.53226133097158","178, 161, 182",0.010894585,DUNLOP_St_A,LD,183,68,75,178,161,182
"189.80031426272998, 191.48856804811666, 186.81233421531326","42, 7, 191",0.096448669,DUNLOP_St_B,LD,190,191,187,42,7,191
"167.7830495081611, 171.8189819048343, 169.60605748800356","75, 6, 171",0.094859911,DUNLOP_St_B,LD,168,172,170,75,6,171
"148.53534672865206, 151.48309693437253, 145.79590927146958","45, 10, 151",0.090102089,DUNLOP_St_B,LD,149,151,146,45,10,151
"86.00280755927352, 86.23202965275598, 80.26320785948468","30, 18, 86",0.088413996,DUNLOP_St_B,LD,86,86,80,30,18,86
"101.77356996942545, 107.97106505841273, 104.92538937744068","75, 14, 107",0.087881505,DUNLOP_St_B,LD,102,108,105,75,14,107
"129.00826876946735, 128.87987519174175, 120.02681308217464","27, 18, 129",0.080835481,DUNLOP_St_B,LD,129,129,120,27,18,129
"210.74775202634265, 216.31273984612216, 211.93434863254276","65, 7, 216",0.06781617,DUNLOP_St_B,LD,211,216,212,65,7,216
"241.54078732094223, 243.90481084949602, 231.28713549220052","35, 13, 243",0.059656369,DUNLOP_St_B,LD,242,244,231,35,13,243
"176.01784852517935, 144.660687856231, 99.51369989597968","18, 112, 176",0.048551096,DUNLOP_St_B,LD,176,145,100,18,112,176
"204.87099294476545, 182.28308998190687, 132.56177882818648","21, 90, 204",0.044427714,DUNLOP_St_B,LD,205,182,133,21,90,204
"142.3618469078748, 108.2556956289091, 66.94873934090083","17, 136, 142",0.043457973,DUNLOP_St_B,LD,142,108,67,17,136,142
"232.84153364102622, 222.2713768051613, 168.63751541937776","25, 70, 232",0.043032573,DUNLOP_St_B,LD,233,222,169,25,70,232
"105.93439242704574, 63.11028014873918, 38.093144741389594","11, 163, 105",0.039831705,DUNLOP_St_B,LD,106,63,38,11,163,105
"106.72417503372472, 135.85896253499334, 163.51042917381187","105, 89, 163",0.029989213,DUNLOP_St_B,LD,107,136,164,105,89,163
"33.658795509220695, 66.59088131756775, 94.96160992258135","104, 165, 94",0.020864637,DUNLOP_St_B,LD,34,67,95,104,165,94
"42.66270747403807, 97.68561235268021, 144.27326756107442","104, 181, 144",0.019919469,DUNLOP_St_B,LD,43,98,144,104,181,144
"114.42864491254673, 196.68580348006574, 162.9693968651726","78, 107, 196",0.014722479,DUNLOP_St_B,LD,114,197,163,78,107,196
"227.52133234573324, 148.95843930797088, 71.29868079040472","15, 175, 227",0.012467215,DUNLOP_St_B,LD,228,149,71,15,175,227
"184.28169302845225, 70.36878953320259, 54.136036083956384","4, 180, 184",0.011469416,DUNLOP_St_B,LD,184,70,54,4,180,184
"32.4151306830875, 141.0492344990159, 221.08935272819005","103, 218, 221",0.005252321,DUNLOP_St_B,LD,32,141,221,103,218,221
"126.95549197133191, 103.16323933497935, 82.79671073432131","14, 89, 126",0.079835048,HASTINGS_ROAD,LD,127,103,83,14,89,126
"173.08851432178014, 169.67208579778685, 162.91702664987423","19, 16, 173",0.077817745,HASTINGS_ROAD,LD,173,170,163,19,16,173
"150.9546457887854, 123.20528385183876, 99.12083534526033","14, 87, 150",0.0749188,HASTINGS_ROAD,LD,151,123,99,14,87,150
"96.023996086794, 51.476036215584614, 29.530710376469543","10, 178, 96",0.070136351,HASTINGS_ROAD,LD,96,51,30,10,178,96
"97.7152195167357, 84.65040271888222, 72.65708831886181","14, 66, 97",0.069390446,HASTINGS_ROAD,LD,98,85,73,14,66,97
"201.4281713805818, 173.15549125149641, 142.5541553875541","16, 75, 201",0.062286902,HASTINGS_ROAD,LD,201,173,143,16,75,201
"123.74883868240384, 70.43189400331873, 43.933709881808824","10, 166, 123",0.061211998,HASTINGS_ROAD,LD,124,70,44,10,166,123
"147.33663146074724, 144.06142144348402, 139.43562825090524","19, 14, 147",0.061034894,HASTINGS_ROAD,LD,147,144,139,19,14,147
"113.6840073043611, 116.60209671742543, 116.13469154272369","90, 7, 116",0.058773265,HASTINGS_ROAD,LD,114,117,116,90,7,116
"181.1272061915076, 146.8857837733499, 118.81657214942288","13, 89, 181",0.056884588,HASTINGS_ROAD,LD,181,147,119,13,89,181
"158.54719925532595, 92.41103597435327, 56.61925751523012","11, 165, 158",0.047218856,HASTINGS_ROAD,LD,159,92,57,11,165,158
"240.85174840957424, 232.16039665404855, 214.93940163349515","21, 28, 240",0.045822062,HASTINGS_ROAD,LD,241,232,215,21,28,240
"216.1252457755628, 197.95281108166415, 173.8847774345026","17, 51, 216",0.043706512,HASTINGS_ROAD,LD,216,198,174,17,51,216
"67.4734132518263, 83.52485089460254, 92.47111361679836","101, 69, 92",0.043566897,HASTINGS_ROAD,LD,67,84,92,101,69,92
"191.82098807376445, 119.69686724882433, 79.3936495532085","11, 150, 191",0.037991358,HASTINGS_ROAD,LD,192,120,79,11,150,191
"209.2349892917137, 216.9839567079032, 236.1450206516066","112, 29, 236",0.033802271,HASTINGS_ROAD,LD,209,217,236,112,29,236
"180.78073259902712, 191.4546026127242, 203.17413781063124","106, 29, 203",0.027756825,HASTINGS_ROAD,LD,181,191,203,106,29,203
"250.44118025365407, 250.3172639106224, 245.3185501505139","30, 5, 250",0.025126122,HASTINGS_ROAD,LD,250,250,245,30,5,250
"39.342569747550314, 112.01205162270169, 61.270117669380326","69, 166, 112",0.013624068,HASTINGS_ROAD,LD,39,112,61,69,166,112
"232.07596811737494, 177.4270296959887, 95.22734005783572","18, 151, 232",0.009094993,HASTINGS_ROAD,LD,232,177,95,18,151,232
"120.7112517901833, 111.74867473379814, 99.79212104862063","17, 45, 120",0.087419468,HINDOO_Rd_B,LD,121,112,100,17,45,120
"110.55875974149143, 94.23274419115594, 77.94765213009524","15, 76, 110",0.080528928,HINDOO_Rd_B,LD,111,94,78,15,76,110
"93.34975653094642, 73.75868916689188, 58.21174091647445","13, 96, 93",0.079951814,HINDOO_Rd_B,LD,93,74,58,13,96,93
"152.566337711794, 145.56690960830252, 133.84634283599303","19, 32, 152",0.07937071,HINDOO_Rd_B,LD,153,146,134,19,32,152
"134.78938019793216, 128.69865887018193, 118.5831160843778","19, 30, 134",0.079017405,HINDOO_Rd_B,LD,135,129,119,19,30,134
"170.4852052767733, 162.83566002491375, 150.477608755412","18, 30, 170",0.076529759,HINDOO_Rd_B,LD,170,163,150,18,30,170
"195.72957678402128, 181.9438596886606, 165.30080866776098","16, 39, 195",0.064574693,HINDOO_Rd_B,LD,196,182,165,16,39,195
"196.420812246813, 195.46522165602173, 191.23056787485126","24, 7, 196",0.060282797,HINDOO_Rd_B,LD,196,195,191,24,7,196
"142.98212208705502, 100.25313017418512, 77.9785164000461","11, 117, 142",0.052983815,HINDOO_Rd_B,LD,143,100,78,11,117,142
"162.1173473091519, 121.67554913547325, 97.66548830593158","11, 102, 162",0.049964397,HINDOO_Rd_B,LD,162,122,98,11,102,162
"123.42835267698962, 78.36258696784736, 56.21650464086287","10, 139, 123",0.046121205,HINDOO_Rd_B,LD,123,78,56,10,139,123
"85.44473714159862, 87.52235068380047, 87.61006227949376","90, 6, 87",0.044726121,HINDOO_Rd_B,LD,85,88,88,90,6,87
"172.3335894208965, 176.57126044105172, 176.3575853670176","90, 6, 176",0.044387326,HINDOO_Rd_B,LD,172,177,176,90,6,176
"94.48551257965175, 52.41425693874635, 34.84201351899692","9, 163, 94",0.03745108,HINDOO_Rd_B,LD,94,52,35,9,163,94
"221.3777030146755, 215.0124282605036, 207.11255359853044","17, 16, 221",0.02749433,HINDOO_Rd_B,LD,221,215,207,17,16,221
"244.27182482191415, 244.97162201322988, 242.77601061321533","30, 2, 244",0.023787889,HINDOO_Rd_B,LD,244,245,243,30,2,244
"93.01890917040032, 117.40749184143166, 125.83665662132833","98, 65, 125",0.023245236,HINDOO_Rd_B,LD,93,117,126,98,65,125
"195.46344062434724, 144.6146143479591, 119.1454696461594","10, 99, 195",0.023167973,HINDOO_Rd_B,LD,195,145,119,10,99,195
"124.29636304063106, 160.81645915246273, 172.0809578418674","98, 71, 172",0.013177125,HINDOO_Rd_B,LD,124,161,172,98,71,172
"38.45254237289677, 62.94438166981334, 102.54036409290337","109, 160, 102",0.005817929,HINDOO_Rd_B,LD,38,63,103,109,160,102
"225.86579588873633, 229.4800133556053, 226.97751675073073","68, 4, 229",0.089418469,JALAN_BESAR_Rd_A,LD,226,229,227,68,4,229
"173.43365533509183, 177.25806476763188, 176.8820709615884","83, 6, 177",0.087288406,JALAN_BESAR_Rd_A,LD,173,177,177,83,6,177
"157.1674058247362, 160.4262943398558, 160.52690115997464","90, 5, 160",0.086543411,JALAN_BESAR_Rd_A,LD,157,160,161,90,5,160
"208.7229098066758, 213.7893099104615, 213.34817001620763","90, 6, 213",0.082838613,JALAN_BESAR_Rd_A,LD,209,214,213,90,6,213
"138.86479879484688, 143.8310894998327, 145.05278064690452","99, 12, 145",0.075711501,JALAN_BESAR_Rd_A,LD,139,144,145,99,12,145
"107.43125270929498, 105.57123570068605, 100.936403254592","21, 17, 107",0.06798893,JALAN_BESAR_Rd_A,LD,107,106,101,21,17,107
"244.68466096366657, 247.19492170842076, 246.28713692946357","80, 3, 247",0.065712693,JALAN_BESAR_Rd_A,LD,245,247,246,80,3,247
"128.2801540492267, 126.50097730539599, 120.96532527376317","23, 16, 128",0.065388509,JALAN_BESAR_Rd_A,LD,128,127,121,23,16,128
"188.85063223007407, 195.39087712156302, 197.0944253923566","97, 12, 197",0.06161735,JALAN_BESAR_Rd_A,LD,189,195,197,97,12,197
"83.7195552750367, 88.14636508026575, 90.99762328473442","99, 20, 90",0.058650821,JALAN_BESAR_Rd_A,LD,84,88,91,99,20,90
"95.38348347209956, 79.41505855136487, 65.58949694931388","14, 81, 95",0.041541044,JALAN_BESAR_Rd_A,LD,95,79,66,14,81,95
"213.39879971493622, 199.36249053585715, 178.0627978443919","18, 42, 213",0.040282869,JALAN_BESAR_Rd_A,LD,213,199,178,18,42,213
"198.7398261012898, 173.00163030017308, 144.15143218777203","16, 70, 198",0.032602672,JALAN_BESAR_Rd_A,LD,199,173,144,16,70,198
"101.55702535161328, 119.1851098712028, 131.09242124669","102, 58, 131",0.031461751,JALAN_BESAR_Rd_A,LD,102,119,131,102,58,131
"171.0815523996302, 145.4827531267221, 119.5979157463324","15, 78, 171",0.030967404,JALAN_BESAR_Rd_A,LD,171,145,120,15,78,171
"149.18250325407618, 109.21905186001224, 88.86178666848987","10, 104, 149",0.026148364,JALAN_BESAR_Rd_A,LD,149,109,89,10,104,149
"101.52671774348713, 45.32236970528393, 33.9828957641201","5, 172, 101",0.018372211,JALAN_BESAR_Rd_A,LD,102,45,34,5,172,101
"145.5261560944036, 71.7216456543059, 59.48053154330165","4, 151, 145",0.018082778,JALAN_BESAR_Rd_A,LD,146,72,59,4,151,145
"45.799623553823125, 81.21520712652408, 90.23750182544521","96, 127, 90",0.01395403,JALAN_BESAR_Rd_A,LD,46,81,90,96,127,90
"101.40014041462116, 150.8312546460731, 48.44825307673818","44, 173, 150",0.005428174,JALAN_BESAR_Rd_A,LD,101,151,48,44,173,150
"154.70911248118188, 154.85250534969882, 149.9823131845863","30, 8, 154",0.111464331,JALAN_BESAR_Rd_B,LD,155,155,150,30,8,154
"143.5925938975363, 145.40915016558313, 140.91511345219342","42, 9, 145",0.10741406,JALAN_BESAR_Rd_B,LD,144,145,141,42,9,145
"162.78247930939187, 164.8716386574027, 162.11590949564368","60, 3, 164",0.101026293,JALAN_BESAR_Rd_B,LD,163,165,162,60,3,164
"131.07727709043454, 135.09973869453967, 132.49441126280857","68, 8, 135",0.088981493,JALAN_BESAR_Rd_B,LD,131,135,132,68,8,135
"123.280726561428, 122.43669689095589, 120.05013815978005","20, 6, 123",0.080526469,JALAN_BESAR_Rd_B,LD,123,122,120,20,6,123
"108.62967124454431, 111.84785330888919, 110.6088642808918","80, 7, 111",0.0700217,JALAN_BESAR_Rd_B,LD,109,112,111,80,7,111
"93.44673042703019, 99.58218416366458, 98.83932245329564","85, 15, 99",0.068070395,JALAN_BESAR_Rd_B,LD,93,100,99,85,15,99
"86.35100205890745, 85.5743952836672, 83.78816785416385","20, 9, 86",0.063659963,JALAN_BESAR_Rd_B,LD,86,86,84,20,9,86
"250.06560790964423, 252.37873922256352, 251.91624335838264","75, 2, 252",0.048634489,JALAN_BESAR_Rd_B,LD,250,252,252,75,2,252
"178.62566942735205, 174.53655810172637, 172.80622935823646","10, 9, 178",0.046593735,JALAN_BESAR_Rd_B,LD,179,175,173,10,9,178
"155.60774947564204, 130.0258598741563, 133.0284179770343","176, 41, 155",0.039030358,JALAN_BESAR_Rd_B,LD,156,130,133,176,41,155
"64.0732487789552, 83.02966743967264, 87.22560209352899","95, 67, 87",0.036673931,JALAN_BESAR_Rd_B,LD,64,83,87,95,67,87
"219.40743943223833, 234.21194224647363, 244.91040052209422","102, 26, 244",0.029009274,JALAN_BESAR_Rd_B,LD,219,234,245,102,26,244
"120.52224923563503, 97.70711312481669, 92.81349688732124","5, 60, 120",0.025699675,JALAN_BESAR_Rd_B,LD,121,98,93,5,60,120
"141.0091706622553, 154.83760809028328, 165.7406251963011","104, 37, 165",0.022573706,JALAN_BESAR_Rd_B,LD,141,155,166,104,37,165
"97.02834707497907, 68.78241067922323, 59.86344719276187","7, 100, 97",0.017943676,JALAN_BESAR_Rd_B,LD,97,69,60,7,100,97
"108.97449286369164, 31.880502547554286, 38.28193930185758","177, 182, 108",0.014913308,JALAN_BESAR_Rd_B,LD,109,32,38,177,182,108
"196.1034139213494, 195.88722104144088, 190.20420430392815","25, 8, 196",0.014253566,JALAN_BESAR_Rd_B,LD,196,196,190,25,8,196
"190.48710878256844, 165.06935061353963, 111.0836895077907","21, 106, 190",0.006867192,JALAN_BESAR_Rd_B,LD,190,165,111,21,106,190
"79.14667903259931, 111.45658842833743, 137.5650995220088","103, 108, 137",0.006642388,JALAN_BESAR_Rd_B,LD,79,111,138,103,108,137
"88.59357027143709, 98.5125871122021, 103.3294067123611","100, 37, 103",0.086159217,JALAN_BESAR_Rd,LD,89,99,103,100,37,103
"120.26074457005309, 145.24786994251033, 169.1024574350703","105, 74, 169",0.08099473,JALAN_BESAR_Rd,LD,120,145,169,105,74,169
"137.99734186470621, 167.30790661435674, 188.70713236557688","102, 69, 188",0.078866758,JALAN_BESAR_Rd,LD,138,167,189,102,69,188
"109.54659220185444, 115.61387210793464, 116.63062364252715","94, 15, 116",0.076976866,JALAN_BESAR_Rd,LD,110,116,117,94,15,116
"150.2453085464382, 156.1266700156633, 159.7811127581906","100, 14, 159",0.075952911,JALAN_BESAR_Rd,LD,150,156,160,100,14,159
"128.10991569774498, 135.9436961358832, 140.11903851576614","103, 22, 140",0.075070587,JALAN_BESAR_Rd,LD,128,136,140,103,22,140
"100.62473245788303, 123.75822149594308, 145.7308020477833","105, 79, 145",0.064531391,JALAN_BESAR_Rd,LD,101,124,146,105,79,145
"162.15581380842326, 184.74090703998166, 209.20528538067265","106, 57, 209",0.063640405,JALAN_BESAR_Rd,LD,162,185,209,106,57,209
"80.5853615337698, 85.0020257404807, 79.35160435699086","55, 18, 85",0.063446102,JALAN_BESAR_Rd,LD,81,85,79,55,18,85
"52.27296100430402, 79.70923943412598, 93.91475987785353","100, 112, 93",0.054395784,JALAN_BESAR_Rd,LD,52,80,94,100,112,93
"173.05980746589276, 178.67140324668875, 179.85393838719546","95, 9, 179",0.050137265,JALAN_BESAR_Rd,LD,173,179,180,95,9,179
"197.00652703918124, 210.31207406261595, 216.1575608070051","99, 22, 216",0.048761457,JALAN_BESAR_Rd,LD,197,210,216,99,22,216
"68.58998656589874, 100.55858263391782, 133.289140556889","105, 125, 133",0.048458531,JALAN_BESAR_Rd,LD,69,101,133,105,125,133
"235.2455478209422, 240.205033423661, 238.5645328450331","78, 5, 240",0.027018922,JALAN_BESAR_Rd,LD,235,240,239,78,5,240
"157.14631999666125, 133.62385064611888, 103.85677601057056","17, 88, 157",0.022639842,JALAN_BESAR_Rd,LD,157,134,104,17,88,157
"101.52012083404543, 50.06357965447498, 36.8283240271782","6, 164, 101",0.021481513,JALAN_BESAR_Rd,LD,102,50,37,6,164,101
"60.34714641632807, 165.78801784578198, 145.78357958166688","84, 162, 165",0.020192557,JALAN_BESAR_Rd,LD,60,166,146,84,162,165
"21.923466280981614, 48.10771553252847, 110.54575785251254","111, 206, 110",0.01843025,JALAN_BESAR_Rd,LD,22,48,111,111,206,110
"132.76406951317048, 91.10641807649606, 68.67618061146278","11, 124, 132",0.018334034,JALAN_BESAR_Rd,LD,133,91,69,11,124,132
"234.6726178118893, 145.38011210296318, 112.80724517334836","8, 133, 234",0.004510879,JALAN_BESAR_Rd,LD,235,145,113,8,133,234
"193.72364705389595, 190.277815388052, 179.64146042229245","24, 18, 193",0.119153664,KERBAU_Rd_A,LD,194,190,180,24,18,193
"208.9235258999188, 206.07992051040085, 198.77667303918946","24, 12, 208",0.10328014,KERBAU_Rd_A,LD,209,206,199,24,12,208
"175.1910245843794, 171.91026753233245, 164.20816043251588","19, 16, 175",0.092054516,KERBAU_Rd_A,LD,175,172,164,19,16,175
"90.33775136897826, 83.96299086106772, 75.77413953279655","16, 42, 90",0.084773524,KERBAU_Rd_A,LD,90,84,76,16,42,90
"157.74281645327954, 151.81117496485913, 142.16659740109017","18, 24, 157",0.084109189,KERBAU_Rd_A,LD,158,152,142,18,24,157
"226.78750259158232, 223.41776851588597, 217.082730917126","20, 10, 226",0.082636126,KERBAU_Rd_A,LD,227,223,217,20,10,226
"133.64042501318457, 130.53814078212284, 121.56037224503773","23, 23, 133",0.077573516,KERBAU_Rd_A,LD,134,131,122,23,23,133
"108.04967013607879, 106.24634981332352, 102.8621701360502","20, 14, 108",0.067674116,KERBAU_Rd_A,LD,108,106,103,20,14,108
"140.97102428882906, 105.00373717967221, 73.30314168872258","14, 122, 140",0.039879485,KERBAU_Rd_A,LD,141,105,73,14,122,140
"200.20747036175044, 172.51661893761693, 132.4143679753517","18, 87, 200",0.036163567,KERBAU_Rd_A,LD,200,173,132,18,87,200
"176.66104643216508, 142.79242821464757, 99.75835269556094","17, 112, 176",0.035843414,KERBAU_Rd_A,LD,177,143,100,17,112,176
"100.26515156245222, 71.45296151989551, 33.22318184364022","17, 171, 100",0.035496339,KERBAU_Rd_A,LD,100,71,33,17,171,100
"244.33492891048297, 244.10305703966213, 240.19400494186308","30, 4, 244",0.034394601,KERBAU_Rd_A,LD,244,244,240,30,4,244
"103.22775066653097, 29.969596350820936, 32.61915782049232","179, 183, 103",0.026546721,KERBAU_Rd_A,LD,103,30,33,179,183,103
"27.024959127988552, 58.03416893738493, 106.08824250680172","108, 190, 106",0.01633184,KERBAU_Rd_A,LD,27,58,106,108,190,106
"206.37163793344226, 38.107089096476074, 61.94288392164982","176, 208, 206",0.015669062,KERBAU_Rd_A,LD,206,38,62,176,208,206
"230.7856130345802, 214.6944521385036, 73.2667209775483","27, 174, 230",0.013637344,KERBAU_Rd_A,LD,231,215,73,27,174,230
"38.67885584261154, 97.49497083625076, 182.56525272226247","108, 202, 182",0.012322244,KERBAU_Rd_A,LD,39,97,183,108,202,182
"117.78043581691247, 165.1549148349136, 190.7507279474724","100, 98, 190",0.011689056,KERBAU_Rd_A,LD,118,165,191,100,98,190
"177.25059719934927, 155.24917627677073, 34.30708401971479","25, 206, 177",0.010771535,KERBAU_Rd_A,LD,177,155,34,25,206,177
"214.41544931766543, 211.97290806257055, 202.26264128388223","23, 14, 214",0.140276577,KERBAU_Rd_B,LD,214,212,202,23,14,214
"205.4573257705651, 195.19291715894437, 176.90960351245107","20, 36, 205",0.090768803,KERBAU_Rd_B,LD,205,195,177,20,36,205
"181.65290814592694, 188.5799643158326, 190.05223145822396","97, 12, 190",0.084608773,KERBAU_Rd_B,LD,182,189,190,97,12,190
"89.26041890870164, 79.85637510775813, 75.51613619242738","9, 40, 89",0.075198584,KERBAU_Rd_B,LD,89,80,76,9,40,89
"104.8597711801311, 102.83350322566346, 99.05429661047528","18, 12, 104",0.070961446,KERBAU_Rd_B,LD,105,103,99,18,12,104
"185.09471131009107, 171.74782996731938, 155.02442096475033","16, 41, 185",0.07017166,KERBAU_Rd_B,LD,185,172,155,16,41,185
"165.29447612445844, 147.28945168021, 131.3982342882573","14, 53, 165",0.067117179,KERBAU_Rd_B,LD,165,147,131,14,53,165
"151.96442764638914, 165.0156740683061, 166.60175638496312","92, 23, 166",0.054701555,KERBAU_Rd_B,LD,152,165,167,92,23,166
"234.53858340550428, 232.6012949698021, 225.35990514052176","23, 10, 234",0.051383643,KERBAU_Rd_B,LD,235,233,225,23,10,234
"136.87949967938522, 121.0448110567144, 106.01311865821629","15, 56, 136",0.049860195,KERBAU_Rd_B,LD,137,121,106,15,56,136
"124.53515417917991, 136.19609250750628, 138.93794177416737","94, 26, 138",0.045720137,KERBAU_Rd_B,LD,125,136,139,94,26,138
"103.01851059093542, 47.03347660069423, 29.13106388808403","7, 183, 103",0.029562381,KERBAU_Rd_B,LD,103,47,29,7,183,103
"152.42146615728456, 66.05366539323488, 57.3443739638183","3, 159, 152",0.028100619,KERBAU_Rd_B,LD,152,66,57,3,159,152
"40.34043640357929, 110.07479040895856, 96.0034632198518","84, 162, 110",0.026692959,KERBAU_Rd_B,LD,40,110,96,84,162,110
"27.842055541297157, 53.93361412357294, 114.86880277116605","111, 195, 114",0.025698395,KERBAU_Rd_B,LD,28,54,115,111,195,114
"190.95293993231044, 109.92512690354926, 80.94386632826077","8, 148, 190",0.023926179,KERBAU_Rd_B,LD,191,110,81,8,148,190
"206.28621678932518, 181.68342272670205, 80.54067606336885","24, 156, 206",0.02025079,KERBAU_Rd_B,LD,206,182,81,24,156,206
"70.70066451595969, 162.18283839302694, 160.3322028290201","89, 145, 162",0.018345595,KERBAU_Rd_B,LD,71,162,160,89,145,162
"54.431267533793104, 101.90702080372691, 173.48212919444958","108, 175, 173",0.013880925,KERBAU_Rd_B,LD,54,102,173,108,175,173
"143.7753829148909, 120.90210011052848, 31.0476077688335","24, 200, 143",0.012773606,KERBAU_Rd_B,LD,144,121,31,24,200,143
"154.8058310124071, 153.95921111606287, 145.85180727135855","27, 15, 154",0.098356149,LEMBU_Rd_A,LD,155,154,146,27,15,154
"128.96581436634386, 119.54230677510918, 103.28599136214537","19, 50, 128",0.09325478,LEMBU_Rd_A,LD,129,120,103,19,50,128
"141.51727787944412, 136.67201248153762, 124.11628112113074","21, 31, 141",0.089720282,LEMBU_Rd_A,LD,142,137,124,21,31,141
"88.27333758615327, 85.18212582396043, 76.56995048448218","23, 35, 88",0.081752675,LEMBU_Rd_A,LD,88,85,77,23,35,88
"167.75796985800162, 170.73197853251108, 165.85326709477684","48, 8, 170",0.076949522,LEMBU_Rd_A,LD,168,171,166,48,8,170
"112.11173273654202, 103.72764812444113, 88.51883525145513","19, 55, 112",0.074792661,LEMBU_Rd_A,LD,112,104,89,19,55,112
"184.3058189004977, 191.24753777089674, 186.5370255602438","69, 9, 191",0.059148728,LEMBU_Rd_A,LD,184,191,187,69,9,191
"89.24182628865199, 101.92996179418185, 109.57774404704008","102, 47, 109",0.057281166,LEMBU_Rd_A,LD,89,102,110,102,47,109
